29.7452,31.2535,32.4981,32.0342
30.1025,31.4203,32.613,32.0554
29.9776,31.8987,33.0111,32.408
30.1579,32.1099,32.782,32.358
30.2868,32.1766,33.1529,32.4665
30.3289,32.2235,33.216,32.5107
30.3995,32.1428,33.1538,32.6254
30.4246,32.4266,33.3128,32.7004
30.4948,32.4056,33.273,32.7112
30.6823,32.6866,33.3624,32.8101
30.4553,32.6685,33.6502,32.9241
30.8063,32.6571,33.6384,32.9473
30.8415,33.0859,33.5602,33.2426
30.7371,32.9205,33.762,33.0405
30.6065,32.9159,33.9124,33.0493
30.8262,33.2214,33.8285,33.2175
30.7322,33.245,33.7344,33.3683
30.8211,33.2392,33.887,33.1768
30.8526,33.2148,33.885,33.0451
30.9195,33.1329,33.9328,33.3537
30.9163,33.2381,33.9351,33.1946
31.0223,32.8763,33.7085,32.9868
30.942,32.7146,33.5942,33.0436
30.806,32.7975,33.5577,33.0387
30.5667,32.8237,33.6048,32.7191
30.6561,32.6278,33.3337,32.9997
30.4394,32.4861,33.247,32.7889
30.3497,32.5066,33.2166,32.5637
30.3028,32.3208,33.0799,32.3325
30.3538,31.9739,33.1445,32.3091
30.2122,31.8946,32.9074,32.3777
30.0185,31.8135,32.9033,32.1203
30.0515,31.4735,32.5338,31.995
29.812,31.2016,32.4523,31.6915
29.6679,30.997,32.2875,31.5793
29.6176,30.5362,32.0031,31.3192
29.4005,30.3744,31.7062,31.1793
29.1652,30.0244,31.6333,30.9584
29.4286,30.1787,31.5956,31.0211
29.2312,29.8823,31.6073,30.9529
29.1636,30.1468,31.7482,30.9195
29.2468,30.0368,31.6558,30.9739
29.1942,30.1192,31.5439,31.0561
29.1849,30.318,31.8051,31.0136
29.3634,30.5105,31.8398,31.09
29.2238,30.1354,31.4973,30.6816
28.9242,29.8646,31.2715,30.818
28.8312,29.6063,31.1391,30.2305
28.5557,29.0844,30.6863,30.163
28.6344,29.299,30.9757,30.4893
29.057,29.5091,31.1807,30.4778
28.839,29.7208,31.212,30.6601
29.2098,29.846,31.4593,30.8325
29.0498,29.917,31.3428,30.7167
28.9399,29.8809,31.3875,30.6011
28.8461,29.6651,31.1236,30.471
28.8584,29.6199,31.1396,30.3246
28.8793,29.4145,31.0952,30.2594
28.847,29.8168,31.0932,30.4045
28.891,29.726,31.1112,30.6075
28.7293,29.6267,31.0342,30.6217
28.7664,29.6242,31.2705,30.5742
28.777,29.6112,30.9381,30.3966
28.6573,29.3241,30.7769,30.0222
28.3537,29.1631,30.7567,30.0156
28.8531,29.4001,30.9119,30.328
28.667,29.4381,30.9813,30.4621
28.9836,29.7338,31.3363,30.5165
29.1028,30.0091,31.5958,30.8536
28.9766,29.6395,31.2597,30.7334
28.7015,29.3678,31.1134,30.3405
28.6739,29.5317,31.0108,30.3261
28.5266,29.1445,30.7946,29.9696
28.4977,29.1061,30.7766,30.0941
28.6079,29.4326,30.8835,30.1521
28.7667,29.1868,30.857,30.3074
28.7573,29.4276,30.8275,30.2799
28.5522,29.1241,30.7105,30.0319
28.4747,28.9728,30.5046,29.809
28.5621,28.8367,30.3838,29.7721
28.1765,28.5852,30.2672,29.5586
28.1009,29.0697,30.5382,30.1301
28.529,29.1194,30.641,29.9844
28.713,29.5289,31.0325,30.4249
28.9264,29.6581,31.3736,30.6636
29.0045,30.028,31.5014,30.8602
29.0396,29.8966,31.4523,30.908
29.1771,30.0634,31.5533,31.0862
29.2106,30.3612,31.7867,31.0483
29.3099,30.4407,31.8581,31.121
29.4626,30.5506,31.9505,31.2141
29.5129,30.75,32.0807,31.4804
29.4306,30.7243,32.2552,31.4274
29.6178,30.8621,32.0334,31.4981
29.5911,30.8354,32.2712,31.5708
29.612,30.9332,32.1839,31.7079
