29.7452,31.2535,32.4981,32.0342
30.1025,31.4203,32.613,32.0554
29.9776,31.8987,33.0111,32.408
30.1579,32.1099,32.782,32.358
30.2868,32.1766,33.1529,32.4665
30.3289,32.2235,33.216,32.5107
30.3995,32.1428,33.1538,32.6254
30.4246,32.4266,33.3128,32.7004
30.4948,32.4056,33.273,32.7112
30.6823,32.6866,33.3624,32.8101
30.4553,32.6685,33.6502,32.9241
30.8063,32.6571,33.6384,32.9473
30.8415,33.0859,33.5602,33.2426
30.7371,32.9205,33.762,33.0405
30.6065,32.9159,33.9124,33.0493
30.8262,33.2214,33.8285,33.2175
30.7322,33.245,33.7344,33.3683
30.8211,33.2392,33.887,33.1768
30.8526,33.2148,33.885,33.0451
30.9195,33.1329,33.9328,33.3537
30.9163,33.2381,33.9351,33.1946
31.0223,32.8763,33.7085,32.9868
30.942,32.7146,33.5942,33.0436
30.806,32.7975,33.5577,33.0387
30.5667,32.8237,33.6048,32.7191
30.6561,32.6278,33.3337,32.9997
30.4394,32.4861,33.247,32.7889
30.3497,32.5066,33.2166,32.5637
30.3028,32.3208,33.0799,32.3325
30.3538,31.9739,33.1445,32.3091
30.2122,31.8946,32.9074,32.3777
30.0185,31.8135,32.9033,32.1203
30.0515,31.4735,32.5338,31.995
29.812,31.2016,32.4523,31.6915
29.6679,30.997,32.2875,31.5793
29.6176,30.5362,32.0031,31.3192
29.4005,30.3744,31.7062,31.1793
29.1652,30.0244,31.6333,30.9584
29.4286,30.1787,31.5956,31.0211
29.2312,29.8823,31.6073,30.9529
29.1636,30.1468,31.7482,30.9195
29.2468,30.0368,31.6558,30.9739
29.1942,30.1192,31.5439,31.0561
29.1849,30.318,31.8051,31.0136
29.3634,30.5105,31.8398,31.09
29.2238,30.1354,31.4973,30.6816
28.9242,29.8646,31.2715,30.818
28.8312,29.6063,31.1391,30.2305
28.5557,29.0844,30.6863,30.163
28.6344,29.299,30.9757,30.4893
29.057,29.5091,31.1807,30.4778
28.839,29.7208,31.212,30.6601
29.2098,29.846,31.4593,30.8325
29.0498,29.917,31.3428,30.7167
28.9399,29.8809,31.3875,30.6011
28.8461,29.6651,31.1236,30.471
28.8584,29.6199,31.1396,30.3246
28.8793,29.4145,31.0952,30.2594
28.847,29.8168,31.0932,30.4045
28.891,29.726,31.1112,30.6075
28.7293,29.6267,31.0342,30.6217
28.7664,29.6242,31.2705,30.5742
28.777,29.6112,30.9381,30.3966
28.6573,29.3241,30.7769,30.0222
28.3537,29.1631,30.7567,30.0156
28.8531,29.4001,30.9119,30.328
28.667,29.4381,30.9813,30.4621
28.9836,29.7338,31.3363,30.5165
29.1028,30.0091,31.5958,30.8536
28.9766,29.6395,31.2597,30.7334
28.7015,29.3678,31.1134,30.3405
28.6739,29.5317,31.0108,30.3261
28.5266,29.1445,30.7946,29.9696
28.4977,29.1061,30.7766,30.0941
28.6079,29.4326,30.8835,30.1521
28.7667,29.1868,30.857,30.3074
28.7573,29.4276,30.8275,30.2799
28.5522,29.1241,30.7105,30.0319
28.4747,28.9728,30.5046,29.809
28.5621,28.8367,30.3838,29.7721
28.1765,28.5852,30.2672,29.5586
28.1009,29.0697,30.5382,30.1301
28.529,29.1194,30.641,29.9844
28.713,29.5289,31.0325,30.4249
28.9264,29.6581,31.3736,30.6636
29.0045,30.028,31.5014,30.8602
29.0396,29.8966,31.4523,30.908
29.1771,30.0634,31.5533,31.0862
29.2106,30.3612,31.7867,31.0483
29.3099,30.4407,31.8581,31.121
29.4626,30.5506,31.9505,31.2141
29.5129,30.75,32.0807,31.4804
29.4306,30.7243,32.2552,31.4274
29.6178,30.8621,32.0334,31.4981
29.5911,30.8354,32.2712,31.5708
29.612,30.9332,32.1839,31.7079
29.8129,31.472,32.5026,31.6737
29.9807,31.5662,32.7536,32.1155
30.0435,31.9329,32.8143,32.1938
30.4354,31.8885,33.047,32.5017
30.4359,32.2526,33.1263,32.6212
30.4414,32.2766,33.315,32.3668
30.514,32.2492,33.2271,32.5926
30.5424,32.1921,33.1004,32.6826
30.5869,32.4231,33.2419,32.7673
30.5322,32.4992,33.45,32.6209
30.8884,32.5885,33.4663,32.8644
30.5831,32.7987,33.6666,33.212
30.8396,32.9447,33.6491,32.9922
31.0064,33.0923,33.8019,33.2364
30.9603,32.9828,33.8054,33.2704
30.9197,33.1172,33.6589,33.3887
30.9456,33.2154,33.9831,33.3627
30.7289,33.0213,34.0101,33.1584
30.8464,32.9889,34.0391,33.2627
30.9461,33.2899,33.813,33.2539
30.9195,33.0532,33.7936,33.125
30.7979,32.9751,33.9378,33.1502
30.9072,32.8484,33.6381,33.0595
30.8017,32.829,33.687,32.9542
30.7053,32.7133,33.494,32.8964
30.3277,32.6421,33.3281,32.653
30.5535,32.4567,33.2385,32.6926
30.4139,32.3867,33.0532,32.5212
30.3576,32.1671,33.2124,32.4122
30.1424,31.8848,33.0196,32.4671
30.3683,31.9305,32.9245,32.3222
29.9162,31.6296,32.9003,32.0546
30.1431,31.5559,32.6898,31.9827
29.7658,31.1667,32.4668,31.8268
29.4865,30.9489,32.0728,31.4765
29.4006,30.4419,32.1222,31.224
29.2556,30.0864,31.7298,31.1787
29.1693,30.1771,31.6965,31.0321
29.4343,30.1269,31.6568,30.9649
28.9497,29.9495,31.5483,31.0653
29.0661,30.2339,31.7217,30.9071
28.9119,30.1043,31.6411,31.0248
29.2522,30.0654,31.6865,30.9038
29.2797,30.261,31.7276,30.9907
29.3228,30.3318,31.7843,31.1614
28.9984,29.9622,31.7149,30.8466
29.0253,29.773,31.2589,30.5373
28.761,29.6976,31.0927,30.6878
28.5079,29.1843,30.7507,30.2009
28.7185,29.5128,30.8801,30.4149
28.9292,29.714,31.0622,30.3873
28.8615,29.9787,31.3413,30.6315
29.1827,29.9011,31.4031,30.7411
29.1118,29.9181,31.1983,30.4942
28.7732,29.4302,31.1321,30.6162
28.9292,29.4874,31.3922,30.6412
28.7021,29.5053,30.9748,30.5071
28.9308,29.6483,31.2432,30.2354
28.6921,29.5271,31.0568,30.4629
